Layer,Name,GEOID,DIS_2015-2019,DIW_2015-2019,UNS_2015-2019,PCT-W_2015-2019,PCT-B_2015-2019,PCT-A_2015-2019,INC_2015-2019,PCI_2015-2019,POV_2015-2019,HDX_2015-2019,PMC_2019,PCT-H_2015-2019,POP_2016-2020
,,,"Disability (% of residents), 2015-2019","Ambulatory difficulty (% of residents), 2015-2019","Uninsured rate (% of residents), 2015-2019","Population percentages by demographic group, Non-Hispanic White (% of residents), 2015-2019","Population percentages by demographic group, Non-Hispanic Black (% of residents), 2015-2019","Population percentages by demographic group, Asian (% of residents), 2015-2019","Median household income, 2015-2019","Per capita income, 2015-2019","Poverty rate (% of residents), 2015-2019","Hardship Index (0 [lowest] to 100 [greatest] hardship), 2015-2019","Particulate matter (PM 2.5) concentration (µg/m3), 2019","Population percentages by demographic group, Hispanic or Latino (% of residents), 2015-2019","Population counts by demographic group (count of residents), 2016-2020"
Census tract,Tract 8044.05,17031804405,7.73225620311598,3.31794575879977,9.83843046739758,11.3487311092102,15.9680638722555,11.2346735101226,63605.8129062313,21847.5598837596,6.36942675159236,69.8,9.46310990476481,56.8862275449102,3472.0
Census tract,Tract 8044.06,17031804406,7.2524970759655,3.26512346104047,13.9932549456719,27.655244023738,5.8083093287273,10.1264250316637,77149.6848738947,28145.9005325172,10.7679404544631,70.099991008503,9.47820592127399,55.4469284840383,6064.0
Census tract,Tract 8045.05,17031804505,6.90856313497823,4.61538461538462,5.13788098693759,68.7373004354136,5.16690856313498,6.85050798258345,75775.4033585483,41530.1991614721,11.7578579743888,23.0,9.61151885275164,16.4005805515239,3238.0
Census tract,Tract 8045.06,17031804506,8.19346241213068,4.62852638062734,2.72100241724999,68.8915587894414,0.734486537757889,17.9245860251889,102350.376070355,45284.378643895,2.2662390995184,14.8157867813429,9.5809127590905,9.54406306973788,4997.0
Census tract,Tract 8045.08,17031804508,5.92654424040067,2.46243739565943,28.881469115192,28.0533555648187,1.20883701542309,16.548561900792,64860.6394995452,28067.5963530691,16.3818257607336,75.1,9.589903552,47.811588161734,2279.0
Census tract,Tract 8045.09,17031804509,5.6528264132066,3.10155077538769,11.2723028180757,22.4318658280922,5.88614739558136,11.0143525237865,89497.8814969276,28003.9534151157,7.23695180923795,58.0,9.615378142,57.635865183035,6687.0
Census tract,Tract 8045.1,17031804510,6.30990415335463,4.34504792332268,19.888178913738,16.1921425163035,3.40384921266105,4.86718625735645,76807.4796690255,20024.1897113956,13.9234449760766,94.4,9.633594809,74.9005885159854,5611.0
Census tract,Tract 8045.11,17031804511,9.06161900926299,4.34957712444623,23.8824003221909,21.3451469995973,8.25614176399517,15.0221506242449,61736.8319616673,24554.506178043,24.7351263243684,84.7,9.638404372,55.3765606121627,2318.0
Census tract,Tract 8045.12,17031804512,10.8797501301406,7.71299670310602,4.40742668748916,54.797848342877,4.26861009890682,23.312510845046,111629.713170212,44540.5101266665,4.19920180461565,18.9,9.531969399,14.0638556307479,2894.0
Census tract,Tract 8045.13,17031804513,10.8797501301406,7.71299670310602,4.40742668748916,54.797848342877,4.26861009890682,23.312510845046,111629.713170212,44540.5101266665,4.19920180461565,18.9,9.531969399,14.0638556307479,3990.0
Census tract,Tract 8045.14,17031804514,10.8797501301406,7.71299670310602,4.40742668748916,54.797848342877,4.26861009890682,23.312510845046,111629.713170212,44540.5101266665,4.19920180461565,18.9,9.53196993823319,14.0638556307479,5300.0
Census tract,Tract 8046.03,17031804603,6.11187538074862,2.95427384483184,10.0466441560383,43.7461139239045,2.18484550556903,27.3597298018157,70231.7101682959,41089.4457821056,6.67233263863902,29.2482215144651,9.64530982922761,24.6550998948359,6306.0
Census tract,Tract 8046.06,17031804606,10.528680545155,4.61285008237232,0.673955369177774,75.0580720092915,1.37921022067364,13.6904761904762,119948.90587635,51038.4540917057,1.12511251125113,13.2,9.747892077,7.37514518002323,6669.0
